,date,cases_new,cases_import,cases_recovered,predict_cases,active_cases,rtk-ag,pcr,daily_positivity_rate,new_cases_Johor,active_case_Johor,new_cases_Kedah,active_case_Kedah,new_cases_Kelantan,active_case_Kelantan,new_cases_Melaka,active_case_Melaka,new_cases_Negeri Sembilan,active_case_Negeri Sembilan,new_cases_Pahang,active_case_Pahang,new_cases_Perak,active_case_Perak,new_cases_Perlis,active_case_Perlis,new_cases_Pulau Pinang,active_case_Pulau Pinang,new_cases_Sabah,active_case_Sabah,new_cases_Sarawak,active_case_Sarawak,new_cases_Selangor,active_case_Selangor,new_cases_Terengganu,active_case_Terengganu,new_cases_W.P. Kuala Lumpur,active_case_W.P. Kuala Lumpur,new_cases_W.P. Labuan,active_case_W.P. Labuan,new_cases_W.P. Putrajaya,active_case_W.P. Putrajaya
189,2020-08-01,9,7,3,14,339,614,3857,0.2,0,61,1,13,0,3,0,5,0,11,0,12,2,12,0,3,0,1,0,24,0,94,6,52,0,1,0,44,0,2,0,1
190,2020-08-02,14,1,17,2,336,841,3104,0.35,0,61,11,24,0,3,0,5,0,11,0,12,0,10,0,3,0,1,2,25,0,85,1,51,0,1,0,41,0,2,0,1
191,2020-08-03,2,0,4,1,334,2469,5178,0.03,0,61,1,25,0,3,0,5,0,11,0,12,0,10,0,3,0,1,0,24,0,82,0,51,0,1,0,41,1,3,0,1
192,2020-08-04,1,0,16,21,319,2327,4240,0.02,0,58,0,25,0,3,0,5,0,10,0,12,0,10,1,4,0,1,0,24,0,74,0,47,0,1,0,41,0,3,0,1
193,2020-08-05,21,15,18,15,322,2774,5264,0.26,1,58,3,28,0,3,0,5,0,9,0,12,0,10,0,4,0,1,2,24,0,62,0,46,0,1,15,55,0,3,0,1
194,2020-08-06,15,5,11,25,326,2143,5867,0.19,0,56,6,34,0,3,0,5,2,11,0,12,0,9,0,4,0,1,4,26,0,58,0,45,0,1,2,56,1,4,0,1
195,2020-08-07,25,9,15,7,336,2152,5670,0.32,1,53,1,35,0,3,0,5,0,11,0,12,2,10,10,14,1,2,4,27,1,54,2,47,0,1,3,58,0,3,0,1
196,2020-08-08,7,6,47,13,296,1348,5083,0.11,0,34,0,35,0,3,0,5,1,12,0,12,0,10,0,14,0,2,0,26,1,36,1,46,0,1,3,55,1,4,0,1
197,2020-08-09,13,9,9,11,300,1418,4982,0.2,0,32,0,35,0,3,0,5,0,12,0,12,0,10,0,14,3,5,0,23,1,37,1,46,0,1,7,60,0,3,1,2
198,2020-08-10,11,5,19,9,292,2253,4459,0.16,2,34,0,35,0,3,1,6,0,11,0,12,3,13,0,14,0,5,0,23,0,25,4,49,0,1,1,56,0,3,0,2
199,2020-08-11,9,5,6,11,295,2565,4999,0.12,1,35,0,35,0,3,0,6,0,11,0,12,0,13,0,14,0,5,1,21,0,24,1,49,0,1,6,61,0,3,0,2
200,2020-08-12,11,8,8,15,298,2179,7011,0.12,2,32,2,37,0,3,0,6,0,11,0,12,0,13,0,14,0,5,4,25,0,24,0,48,0,1,3,62,0,3,0,2
201,2020-08-13,15,4,4,20,309,2751,5928,0.17,0,31,9,46,0,3,0,6,0,11,0,12,0,13,0,14,0,5,0,25,0,24,3,48,0,1,3,65,0,3,0,2
202,2020-08-14,20,7,7,26,322,2085,4556,0.3,0,29,12,58,0,3,0,6,0,11,0,12,0,10,0,14,1,6,0,25,1,25,2,48,0,1,4,69,0,3,0,2
203,2020-08-15,26,3,3,25,345,1323,3961,0.49,1,29,14,72,0,3,0,6,2,13,0,12,0,10,1,15,2,7,0,25,0,25,0,48,0,1,6,74,0,3,0,2
204,2020-08-16,25,16,28,12,342,1457,3078,0.55,0,29,5,62,0,3,0,6,0,13,0,12,0,10,0,15,1,8,1,24,0,25,5,52,0,1,13,77,0,3,0,2
205,2020-08-17,12,2,17,7,337,2267,3839,0.2,0,28,6,68,0,3,0,6,0,8,0,7,0,10,0,14,3,11,0,24,0,23,1,53,0,1,2,77,0,2,0,2
206,2020-08-18,7,4,26,16,318,2520,5256,0.09,0,27,3,66,0,3,0,5,0,8,0,7,0,9,0,14,0,10,0,23,0,21,0,46,0,1,4,74,0,2,0,2
207,2020-08-19,16,4,23,5,311,2270,5916,0.2,1,27,7,73,0,3,0,5,0,8,0,7,0,9,0,4,4,14,0,22,0,21,0,43,0,1,3,69,1,3,0,2
208,2020-08-20,5,5,7,9,309,934,4434,0.09,0,27,0,73,0,3,0,5,0,8,0,7,0,9,0,4,0,14,0,22,4,24,1,44,0,1,0,64,0,2,0,2
209,2020-08-21,9,4,13,8,305,1814,4166,0.15,0,26,3,69,0,3,0,5,0,8,0,7,0,9,0,4,0,12,0,22,1,25,2,45,0,1,3,66,0,2,0,1
210,2020-08-22,8,3,4,10,309,1001,4074,0.16,0,26,5,74,0,3,0,5,0,8,0,7,0,9,0,4,0,12,1,21,1,26,0,44,0,1,1,66,0,2,0,1
211,2020-08-23,10,8,10,7,309,1272,4305,0.18,0,25,2,76,0,3,0,5,0,8,0,7,0,6,0,4,0,12,0,21,3,29,2,42,0,1,3,67,0,2,0,1
212,2020-08-24,7,2,6,11,310,2331,4529,0.1,0,24,0,76,0,3,0,5,0,8,0,7,0,6,0,4,0,12,0,21,5,34,0,42,0,1,2,64,0,2,0,1
213,2020-08-25,11,2,6,6,315,1960,6472,0.13,0,24,7,83,0,3,0,5,0,8,0,7,0,6,1,5,0,12,0,20,0,34,3,44,0,1,0,60,0,2,0,1
214,2020-08-26,6,1,7,5,314,2013,5465,0.08,0,22,5,88,0,3,0,5,0,8,0,7,0,6,0,5,0,12,0,20,0,34,1,43,0,1,0,57,0,2,0,1
215,2020-08-27,5,2,16,10,303,2054,5833,0.06,0,22,0,82,0,3,3,8,0,8,0,7,0,6,0,4,0,12,0,20,0,34,2,41,0,1,0,52,0,2,0,1
216,2020-08-28,10,8,36,11,277,1645,5638,0.14,0,22,1,61,0,3,0,8,0,8,0,7,0,6,0,4,0,12,0,19,1,35,3,43,0,1,5,45,0,2,0,1
217,2020-08-29,11,10,8,17,280,1482,7354,0.12,0,22,0,61,0,3,0,8,0,8,0,7,0,6,0,4,0,8,0,18,1,36,2,45,0,1,8,50,0,2,0,1
218,2020-08-30,17,15,10,6,287,1253,8253,0.18,0,22,1,54,0,3,0,8,0,8,0,7,0,6,0,4,0,7,0,18,1,37,1,46,0,1,14,63,0,2,0,1
219,2020-08-31,6,4,6,14,287,1013,8008,0.07,0,21,2,56,0,3,0,8,0,8,0,7,0,6,0,4,0,7,0,18,0,37,4,50,0,1,0,58,0,2,0,1
220,2020-09-01,14,5,21,6,280,1900,6461,0.17,0,21,2,45,0,3,0,8,0,8,0,7,0,6,0,4,0,4,9,26,0,37,3,52,0,1,0,56,0,1,0,1
221,2020-09-02,6,4,4,14,282,2362,6417,0.07,0,21,0,45,0,3,0,8,0,8,1,8,0,6,0,4,0,4,0,26,0,37,1,51,0,1,4,58,0,1,0,1
222,2020-09-03,14,4,4,11,292,2012,5417,0.19,1,22,4,46,0,3,0,8,2,10,0,8,0,6,0,4,0,4,6,32,0,37,0,51,0,1,1,58,0,1,0,1
223,2020-09-04,11,7,9,6,294,1551,4663,0.18,0,22,1,47,0,3,0,8,1,11,0,8,0,6,0,4,0,4,0,31,0,32,2,53,0,1,7,62,0,1,0,1
224,2020-09-05,6,4,21,6,279,788,5132,0.1,0,22,1,41,0,3,0,8,0,11,0,8,0,6,0,4,0,3,1,25,0,32,0,49,0,1,4,64,0,1,0,1
225,2020-09-06,6,3,2,62,283,1248,4507,0.1,0,22,0,41,0,3,0,8,0,11,0,8,0,6,0,4,1,4,2,27,0,32,0,47,0,1,3,67,0,1,0,1
226,2020-09-07,62,6,9,100,336,2261,3871,1.01,0,22,4,42,0,3,0,8,0,11,0,8,0,6,0,4,1,5,51,78,0,26,2,49,0,1,4,71,0,1,0,1
227,2020-09-08,100,15,12,24,424,1990,6919,1.12,0,22,22,55,0,3,0,8,1,12,0,8,0,6,1,5,0,5,62,140,0,24,9,57,0,1,5,76,0,1,0,1
228,2020-09-09,24,6,7,45,441,2171,6099,0.29,0,22,16,69,0,3,0,8,1,13,0,8,0,6,0,5,0,5,4,144,1,25,1,58,0,1,1,72,0,1,0,1
229,2020-09-10,45,1,24,182,462,2284,8748,0.41,0,22,4,66,0,3,0,8,0,13,0,8,0,6,0,5,0,5,40,184,0,25,1,56,0,1,0,58,0,1,0,1
230,2020-09-11,182,1,14,58,630,1721,7949,1.88,0,22,14,79,0,3,0,8,0,13,0,8,0,6,0,5,0,5,167,351,0,24,1,53,0,1,0,50,0,1,0,1
231,2020-09-12,58,5,8,47,680,758,6902,0.76,0,22,5,84,0,3,0,8,0,13,0,8,0,6,0,5,0,5,49,394,0,23,2,54,0,1,2,52,0,1,0,1
232,2020-09-13,47,2,7,31,720,1388,7987,0.5,0,22,14,94,0,3,0,8,0,13,0,8,0,6,0,5,0,5,31,425,0,23,1,52,0,1,1,53,0,1,0,1
233,2020-09-14,31,3,7,23,744,2260,9365,0.27,0,22,1,91,0,3,0,8,4,17,0,8,0,6,0,4,0,5,25,450,0,23,0,50,0,1,1,54,0,1,0,1
234,2020-09-15,23,10,6,62,761,2233,9102,0.2,0,21,0,91,0,3,0,8,0,17,0,8,0,6,0,4,0,5,13,463,0,23,5,52,0,1,5,57,0,1,0,1
235,2020-09-16,62,1,26,21,797,1047,6370,0.84,0,21,1,90,0,3,0,5,0,17,0,8,0,6,0,3,1,5,60,521,0,20,0,48,0,1,0,48,0,0,0,1
236,2020-09-17,21,5,15,95,803,2495,6335,0.24,0,21,7,93,0,3,0,5,0,14,0,7,0,6,0,3,2,7,8,528,1,21,3,49,0,1,0,44,0,0,0,1
237,2020-09-18,95,4,14,20,884,2191,7045,1.03,0,21,0,93,0,3,0,5,1,15,0,7,0,6,0,3,0,7,91,606,0,21,3,52,0,1,0,43,0,0,0,1
238,2020-09-19,20,3,51,52,853,1153,7951,0.22,0,21,9,101,0,3,0,5,0,15,0,7,0,6,0,3,0,7,8,571,0,21,1,52,0,1,2,39,0,0,0,1
239,2020-09-20,52,12,40,57,865,1946,6398,0.62,0,21,3,104,0,3,0,5,0,15,0,7,0,6,0,3,1,8,36,575,0,21,4,52,0,1,6,41,2,2,0,1
240,2020-09-21,57,6,40,82,882,2933,7265,0.56,0,21,1,81,0,3,0,5,0,13,0,7,0,6,0,3,0,7,49,617,0,21,4,50,0,1,3,44,0,2,0,1
241,2020-09-22,82,10,168,147,796,2644,9578,0.67,0,21,10,85,0,3,0,5,0,13,0,7,0,6,0,3,0,7,60,515,2,23,1,51,0,1,9,53,0,2,0,1
242,2020-09-23,147,4,39,71,904,2439,7916,1.42,0,21,5,78,1,4,0,5,0,13,0,7,0,6,0,2,0,7,134,627,0,23,2,51,0,1,5,56,0,2,0,1
243,2020-09-24,71,2,64,111,911,2515,7090,0.74,1,22,4,77,0,4,0,5,0,13,0,7,0,6,0,2,0,7,63,633,0,23,3,53,0,1,0,55,0,2,0,1
244,2020-09-25,111,4,30,82,992,1952,9446,0.97,1,23,8,77,0,4,0,5,0,13,1,8,0,6,0,2,0,7,97,714,0,23,2,54,0,1,2,52,0,2,0,1
245,2020-09-26,82,3,89,150,985,1501,7086,0.95,1,24,0,72,0,4,1,6,3,12,1,9,0,6,0,2,0,7,64,700,1,24,2,56,2,3,6,56,1,3,0,1
246,2020-09-27,150,4,50,115,1085,2109,5394,2.0,2,26,0,69,0,4,1,7,0,12,4,13,0,6,0,2,0,5,124,785,2,26,11,66,0,3,6,57,0,3,0,1
247,2020-09-28,115,3,54,101,1146,3226,9749,0.89,0,26,1,69,0,4,1,8,1,13,0,13,0,6,0,2,0,5,98,838,0,25,11,70,1,4,1,58,1,4,0,1
248,2020-09-29,101,4,50,89,1197,3074,12903,0.63,2,28,1,60,1,5,1,9,0,13,0,13,1,7,1,3,1,6,73,872,3,28,15,85,0,4,2,59,0,4,0,1
249,2020-09-30,89,3,28,260,1258,3125,11154,0.62,8,36,13,70,2,7,0,9,1,14,2,15,1,8,2,5,1,7,35,882,4,32,10,95,3,7,6,65,1,5,0,1
250,2020-10-01,260,1,47,287,1471,2897,10864,1.89,5,41,98,165,0,7,1,10,0,14,1,16,0,8,2,7,1,7,118,961,0,32,13,105,2,9,14,78,0,5,5,6
251,2020-10-02,287,0,81,317,1677,2614,10808,2.14,1,42,129,288,2,9,0,10,2,16,1,17,3,11,0,7,0,7,113,1011,0,32,31,131,3,12,1,72,1,6,0,6
252,2020-10-03,317,0,121,293,1873,1901,11485,2.37,4,46,102,383,2,11,0,10,1,16,0,17,0,11,0,7,3,8,155,1058,3,35,32,162,9,21,4,74,0,6,2,8
253,2020-10-04,293,1,67,432,2099,2197,11763,2.1,8,54,113,482,1,12,0,10,2,18,0,17,2,13,0,7,1,9,126,1134,1,36,31,191,0,21,3,76,5,11,0,8
254,2020-10-05,432,3,57,691,2474,3559,12506,2.69,2,56,241,721,1,13,1,11,1,19,1,18,2,15,0,7,0,9,130,1210,1,36,34,225,5,26,7,83,4,15,2,10
255,2020-10-06,691,3,87,489,3078,3531,10687,4.86,6,62,397,1108,0,13,0,11,7,26,0,18,8,22,0,7,3,12,219,1378,3,39,39,256,1,27,6,72,1,16,1,11
256,2020-10-07,489,2,74,375,3493,3869,13910,2.75,6,68,153,1257,1,14,0,11,1,26,2,20,4,26,0,7,7,19,282,1599,3,41,20,271,4,31,4,74,0,16,2,13
257,2020-10-08,375,4,18,354,3850,3958,16862,1.8,5,73,16,1272,0,13,1,12,2,25,1,21,5,31,0,7,1,20,271,1860,8,49,36,307,5,35,12,85,10,25,2,15
258,2020-10-09,354,2,188,374,4016,3914,15502,1.82,5,78,10,1282,0,13,0,12,4,29,0,21,1,32,0,7,8,28,274,1972,10,59,24,314,5,40,10,86,1,26,2,17
259,2020-10-10,374,2,73,561,4317,2598,15777,2.04,2,73,27,1305,0,13,1,13,0,29,0,21,2,33,0,7,3,31,277,2191,9,68,44,358,0,37,6,92,2,28,1,18
260,2020-10-11,561,8,133,563,4745,2401,15611,3.11,3,75,16,1311,0,13,3,16,0,29,0,17,1,34,0,7,1,30,488,2633,0,67,26,333,3,39,15,95,5,33,0,13
261,2020-10-12,563,1,109,660,5199,4328,15381,2.86,2,73,10,1321,0,13,1,17,12,40,0,14,4,35,0,4,141,171,291,2868,1,59,69,378,0,38,28,118,2,35,2,15
262,2020-10-13,660,2,350,660,5509,4955,16966,3.01,10,77,60,1380,0,13,0,17,2,42,1,14,16,49,0,4,23,193,443,2996,0,59,76,434,0,37,10,126,19,53,0,15
263,2020-10-14,660,6,233,589,5936,4471,17863,2.96,3,74,113,1493,0,8,2,19,1,41,0,14,3,52,0,3,17,210,429,3210,3,60,68,502,0,35,12,138,8,61,1,16
264,2020-10-15,589,3,409,629,6116,3971,21419,2.32,0,67,31,1297,2,10,2,21,11,46,0,13,52,104,0,3,16,226,304,3401,4,64,150,617,0,28,10,136,6,67,1,16
265,2020-10-16,629,2,245,869,6500,3924,18624,2.79,5,72,7,1252,0,7,3,19,1,47,1,13,9,113,0,3,33,259,489,3779,0,58,50,621,0,27,10,134,19,78,2,18
266,2020-10-17,869,0,302,871,7067,3529,17864,4.06,2,74,38,1290,0,7,1,20,1,48,0,13,4,101,0,3,189,447,451,3994,4,57,159,747,3,30,15,142,0,78,2,16
267,2020-10-18,871,5,701,865,7237,3501,19232,3.83,1,73,9,889,0,7,1,21,3,49,0,13,10,111,0,3,45,492,702,4474,5,61,77,769,2,32,7,140,9,87,0,16
268,2020-10-19,865,7,455,862,7647,5962,15032,4.12,2,62,3,794,0,7,16,37,4,50,1,13,18,129,0,3,26,518,643,4891,0,59,107,786,1,28,7,132,34,120,3,18
269,2020-10-20,862,2,634,732,7875,5589,15867,4.02,1,62,17,702,1,8,0,37,6,54,0,12,9,138,0,3,8,526,673,5131,1,60,132,869,0,27,7,112,6,116,1,18
270,2020-10-21,732,8,580,847,8027,5288,13965,3.8,0,58,7,690,1,9,3,40,9,62,1,13,7,138,0,3,12,370,535,5360,0,58,116,929,0,23,26,128,9,125,6,21
271,2020-10-22,847,5,486,710,8388,6252,21297,3.07,1,50,3,626,3,12,3,43,38,100,2,15,14,142,0,3,10,350,578,5687,1,53,138,967,1,22,23,140,28,153,4,25
272,2020-10-23,710,1,467,1228,8631,5817,22618,2.5,4,50,1,553,0,12,0,36,37,136,1,15,4,146,0,3,39,365,528,5969,2,54,62,932,2,20,11,144,19,172,0,24
273,2020-10-24,1228,11,671,823,9188,4145,25316,4.17,7,57,76,628,0,12,3,39,96,229,0,14,10,95,0,2,23,319,889,6409,8,60,76,933,0,19,19,156,21,193,0,23
274,2020-10-25,823,0,579,1240,9432,4731,22383,3.04,15,72,1,549,1,13,0,38,22,249,0,14,6,86,0,2,97,327,533,6653,16,75,88,934,7,26,10,157,26,214,1,23
275,2020-10-26,1240,2,691,835,9981,6165,23330,4.2,4,73,3,551,0,13,2,37,25,270,0,14,8,91,0,2,61,368,927,7065,7,77,177,1019,3,29,17,162,6,189,0,21
276,2020-10-27,835,5,674,801,10142,5689,23806,2.83,8,77,4,419,0,13,0,35,155,424,0,14,11,102,0,2,13,302,410,7109,16,88,126,1081,4,32,11,162,76,261,1,21
277,2020-10-28,801,2,573,649,10370,7000,31807,2.06,8,84,28,331,0,13,0,31,24,448,0,13,6,85,0,2,19,303,546,7361,27,115,89,1066,11,43,14,164,29,290,0,21
278,2020-10-29,649,7,685,799,10334,3872,33718,1.73,10,92,37,300,0,13,1,23,43,476,1,14,5,90,0,2,13,303,352,7255,10,121,135,1114,1,44,23,176,17,290,1,21
279,2020-10-30,799,0,491,659,10642,4936,22414,2.92,9,97,5,305,0,11,0,21,23,474,0,12,10,78,0,2,35,326,466,7444,16,132,150,1149,0,41,19,181,65,354,1,15
280,2020-10-31,659,1,1000,957,10301,3932,18375,2.95,0,97,2,285,1,12,0,21,25,499,1,13,6,84,0,2,2,328,529,7093,9,140,55,1125,2,43,11,184,12,356,4,19
281,2020-11-01,957,0,972,834,10286,4695,18590,4.11,1,98,1,245,0,12,1,17,8,416,0,12,5,79,0,2,23,327,644,7079,11,151,225,1255,15,56,4,170,18,347,1,20
282,2020-11-02,834,3,900,1054,10220,6321,18331,3.38,9,104,3,166,2,12,0,16,16,372,1,13,2,72,0,2,21,267,503,7136,14,151,130,1245,0,56,22,180,105,402,6,26
283,2020-11-03,1054,14,875,1032,10399,6694,29447,2.92,1,92,12,168,0,10,1,14,71,436,0,13,3,68,0,2,35,192,678,7264,21,170,125,1236,1,56,22,187,81,463,3,28
284,2020-11-04,1032,3,820,1009,10611,6674,26400,3.12,2,91,25,170,2,10,0,13,44,410,0,13,6,53,0,2,23,171,646,7438,9,165,231,1376,3,59,9,186,28,425,4,29
285,2020-11-05,1009,9,839,1755,10781,6836,37208,2.29,2,85,7,171,0,10,5,16,90,445,0,13,6,51,0,2,36,178,564,7535,6,167,180,1350,0,58,17,169,95,505,1,26
286,2020-11-06,1755,3,726,1168,11810,5176,28299,5.24,4,78,19,157,0,9,2,15,45,396,0,13,18,69,0,2,192,360,1199,8511,18,157,164,1233,8,63,18,153,59,564,9,30
287,2020-11-07,1168,0,1029,852,11949,5214,18726,4.88,5,77,15,162,0,9,2,17,68,414,0,12,37,96,0,2,18,349,616,8346,25,177,247,1439,3,60,28,174,104,585,0,30
288,2020-11-08,852,13,825,972,11976,4949,16912,3.9,1,69,3,148,2,11,5,22,104,508,0,12,7,92,0,2,18,353,524,8358,2,174,148,1449,1,59,11,159,24,531,2,29
289,2020-11-09,972,5,1345,869,11603,6663,17912,3.96,10,79,8,155,2,11,5,25,260,702,0,12,51,140,0,2,34,370,370,7760,4,171,138,1375,0,59,22,166,63,546,5,30
290,2020-11-10,869,1,725,822,11747,7134,19051,3.32,8,68,3,137,9,17,0,25,141,797,0,10,12,146,0,2,27,368,397,7801,6,158,236,1459,0,46,19,172,8,509,3,32
291,2020-11-11,822,7,769,919,11800,6760,22888,2.77,10,73,17,149,1,18,6,31,225,987,0,10,14,157,2,4,26,376,259,7507,14,156,178,1552,0,36,21,187,46,530,3,27
292,2020-11-12,919,3,996,1304,11723,5966,32271,2.4,8,81,3,140,2,20,8,38,241,1189,0,10,9,162,0,4,62,331,319,7283,8,144,174,1520,0,33,49,224,35,522,1,22
293,2020-11-13,1304,4,900,1114,12127,5749,32761,3.39,3,81,5,131,5,25,13,51,83,1190,0,10,13,172,0,4,42,260,556,7392,13,154,364,1748,0,27,202,412,4,451,1,19
294,2020-11-14,1114,2,803,1208,12438,3968,27900,3.5,15,96,10,137,5,30,6,56,371,1490,0,10,53,183,0,4,34,252,391,7425,4,143,200,1761,0,23,13,400,8,405,4,23
295,2020-11-15,1208,6,1013,1103,12633,3254,19875,5.22,9,103,8,139,1,31,2,53,48,1367,0,10,21,195,1,5,42,280,381,7240,4,130,185,1810,0,21,475,859,30,369,1,21
296,2020-11-16,1103,1,821,1210,12915,6494,15493,5.02,8,105,10,149,7,38,1,52,90,1365,0,10,116,307,0,5,26,266,288,7154,1,126,151,1692,4,23,392,1234,8,368,1,21
297,2020-11-17,1210,19,1018,660,13107,6836,21364,4.29,14,112,8,157,19,53,2,53,67,1189,0,10,47,313,0,5,33,275,499,7127,1,125,271,1855,1,24,245,1462,1,324,2,23
298,2020-11-18,660,4,630,1290,13137,6973,22598,2.23,3,112,11,160,3,55,4,53,31,1111,0,10,16,307,0,5,16,260,386,7276,3,115,142,1855,0,17,31,1465,13,312,1,24
299,2020-11-19,1290,5,878,958,13549,6353,17126,5.49,15,121,7,165,17,63,1,49,32,1010,0,10,48,342,0,5,8,213,660,7515,8,107,407,2120,0,13,72,1487,15,308,0,21
300,2020-11-20,958,5,956,1041,13551,5395,17561,4.17,9,120,19,167,7,68,2,45,153,1035,0,10,24,355,0,3,25,215,512,7726,2,100,153,1951,4,16,46,1425,1,293,1,22
301,2020-11-21,1041,2,1405,1096,13187,4708,18315,4.52,33,151,6,168,7,74,0,41,121,873,0,10,29,370,0,3,17,178,346,7703,0,99,402,2097,0,14,68,1098,12,292,0,16
302,2020-11-22,1096,6,1104,1884,13179,3720,13066,6.53,9,149,16,178,8,80,5,39,29,806,0,10,55,378,1,4,15,160,311,7616,0,94,603,2501,0,14,30,837,13,296,1,17
303,2020-11-23,1884,2,883,2188,14180,6870,12415,9.77,15,161,36,197,9,86,0,31,41,737,0,10,81,444,1,5,12,153,289,7491,0,89,1203,3567,0,14,196,898,0,281,1,16
304,2020-11-24,2188,0,1673,970,14695,7187,15046,9.84,19,169,14,166,6,88,2,29,72,667,0,10,112,549,0,4,15,134,233,6892,1,80,1623,4785,0,10,90,826,1,277,0,9
305,2020-11-25,970,5,2348,935,13317,7257,15993,4.17,30,177,24,173,8,92,1,28,318,901,2,9,80,500,0,4,14,136,293,5242,2,65,115,4815,1,11,44,840,37,314,1,10
306,2020-11-26,935,4,2555,1109,11697,7447,17164,3.8,60,233,24,186,28,112,0,25,158,1014,0,9,79,538,0,4,17,124,326,3440,4,62,161,4759,1,12,59,845,13,320,5,14
307,2020-11-27,1109,10,1148,1315,11658,7511,14563,5.02,33,254,25,172,5,98,0,20,167,1130,3,12,42,560,0,4,64,169,441,3150,0,56,175,4734,0,12,154,960,0,313,0,14
308,2020-11-28,1315,5,1110,1309,11863,4066,13981,7.29,46,286,17,180,18,102,1,21,41,1046,0,12,167,673,0,4,92,243,476,3352,0,54,266,4458,0,8,191,1107,0,303,0,14
309,2020-11-29,1309,1,1333,1212,11839,5527,16422,5.96,37,310,52,226,6,105,1,18,32,1013,1,13,77,734,0,4,46,278,290,3326,0,54,238,3961,1,9,493,1445,35,330,0,13
310,2020-11-30,1212,9,2112,1472,10939,7687,12861,5.9,54,347,31,253,1,98,0,14,141,1105,2,15,43,713,0,3,60,319,326,3193,2,52,402,3043,0,8,119,1425,30,338,1,13
311,2020-12-01,1472,5,1552,851,10859,7347,16024,6.3,68,393,21,261,10,101,0,14,146,1181,0,15,13,656,0,3,29,329,267,3059,1,40,891,3058,0,8,26,1407,0,321,0,13
312,2020-12-02,851,4,658,1075,11052,8761,15962,3.44,102,475,26,266,2,92,1,13,62,1184,1,16,34,641,0,3,60,353,229,3028,0,40,249,3143,0,4,85,1469,0,313,0,12
313,2020-12-03,1075,2,948,1141,11179,10533,21196,3.39,78,549,32,281,9,90,2,15,52,1182,4,19,26,549,0,3,43,348,310,2929,1,39,459,3496,1,5,49,1352,9,311,0,11
314,2020-12-04,1141,3,1144,1123,11176,11457,19657,3.67,69,591,24,282,20,108,0,14,15,929,15,34,47,513,1,4,48,325,320,2844,1,39,320,3610,0,4,256,1569,3,300,2,10
315,2020-12-05,1123,5,1143,1335,11156,8749,16905,4.38,66,637,30,285,35,131,5,18,10,765,2,33,39,486,0,4,44,305,391,2970,1,39,221,3633,0,4,265,1549,10,285,4,12
316,2020-12-06,1335,3,1069,1600,11422,8828,18719,4.85,125,742,17,276,2,122,3,21,258,938,4,37,108,475,0,3,31,288,250,3027,0,39,337,3730,1,5,178,1413,21,295,0,11
317,2020-12-07,1600,3,1033,1012,11989,12498,17352,5.36,98,806,18,279,3,113,1,20,541,1354,1,36,54,496,0,3,55,290,248,2976,2,40,426,3773,0,4,148,1500,5,288,0,11
318,2020-12-08,1012,7,1750,959,11251,18138,27216,2.23,108,876,10,241,2,100,0,20,23,1275,33,68,29,425,0,3,18,262,271,3010,2,40,417,3200,0,4,98,1434,0,282,1,11
319,2020-12-09,959,6,1068,2234,11142,21555,28548,1.91,100,896,16,215,17,112,2,21,33,1101,119,187,33,410,0,3,29,266,203,2826,0,37,277,3289,0,4,129,1482,1,282,0,11
320,2020-12-10,2234,5,1112,1810,12264,22232,24864,4.74,100,952,14,193,3,110,5,24,67,1114,45,230,115,480,0,3,42,255,274,2832,1,38,1428,4488,3,7,136,1474,0,52,1,12
321,2020-12-11,1810,11,937,1937,13137,14398,25477,4.54,69,965,22,179,2,109,5,29,64,1077,96,326,12,452,0,3,34,253,532,3131,1,37,829,5018,2,8,132,1486,8,51,2,13
322,2020-12-12,1937,2,911,1229,14163,11953,20516,5.97,105,1021,16,177,1,108,15,41,49,1090,79,396,62,473,0,3,102,316,429,3279,1,38,823,5636,6,14,238,1502,11,57,0,12
323,2020-12-13,1229,2,1309,1371,14083,9657,23473,3.71,103,1070,13,167,0,96,7,48,29,1077,28,424,105,549,1,4,26,298,333,3367,0,38,435,5341,12,26,131,1511,6,57,0,10
324,2020-12-14,1371,1,1204,1772,14250,19386,22412,3.28,45,1095,5,153,2,75,1,45,260,1125,0,394,62,503,0,4,31,307,283,3216,0,37,532,5615,9,35,124,1562,16,73,1,11
325,2020-12-15,1772,12,1084,1295,14938,21032,25291,3.83,48,1101,20,155,3,57,5,50,67,917,8,400,110,554,0,3,34,308,260,3076,0,37,501,5945,7,42,698,2223,11,62,0,8
326,2020-12-16,1295,10,1052,1220,15181,27210,26769,2.4,105,1045,9,143,1,52,14,59,60,830,13,412,35,552,0,3,69,324,268,2886,0,35,481,6324,1,41,232,2402,3,61,4,12
327,2020-12-17,1220,6,1297,1683,15104,24396,27244,2.36,67,1010,9,145,10,49,98,157,33,805,4,405,41,548,0,3,80,346,184,2807,9,43,368,6056,2,43,297,2602,16,72,2,13
328,2020-12-18,1683,8,1214,1153,15573,25638,25638,3.28,77,1014,4,139,1,47,140,297,174,837,6,388,65,527,0,3,37,325,260,2793,1,41,692,6279,4,46,197,2741,19,81,6,15
329,2020-12-19,1153,2,998,1340,15728,17623,23278,2.82,75,977,13,138,10,37,3,294,18,797,16,398,82,576,0,3,30,330,199,2651,2,42,401,6418,0,44,281,2908,19,96,4,19
